State,CID,Year,HHI,American Indian/Alaska Native Students ,Asian or Asian/Pacific Islander Students ,Black or African American Students ,Full-Time Equivalent (FTE) Teachers ,Hispanic Students ,White Students 
Alabama,01059,1994,0.876361749,2,7,296,320,35,5212
Alabama,01059,1995,0.876361749,,9,303,326.5,92,5217
Alabama,01059,1996,0.876361749,7,5,325,342.8,139,5235
Alabama,01059,1997,0.876361749,6,5,292,349.7,208,5189
Alabama,01059,1998,0.876361749,4,7,293,338.8,287,5058
Alabama,01059,1999,0.876361749,4,3,279,383.4,358,4896
Alabama,01059,2000,0.876361749,,3,274,370.7,421,4825
Alabama,01061,1986,0.676262227,,,,218,,
Alabama,01061,1987,0.676262227,0,0,0,224,0,0
Alabama,01061,1988,0.676262227,3,2,876,233,27,3476
Alabama,01061,1989,0.676262227,0,0,567,230.6,7,2317
Alabama,01061,1990,0.676262227,0,2,833,240.5,21,3499
Alabama,01061,1991,0.676262227,0,0,800,231.5,26,3451
Alabama,01061,1992,0.676262227,1,2,760,237.5,35,3479
Alabama,01061,1993,0.676262227,0,2,771,237.7,46,3441
Alabama,01061,1994,0.676262227,1,1,766,261.3,35,3519
Alabama,01061,1995,0.676262227,,3,790,261.2,54,3483
Alabama,01061,1996,0.685045783,5,5,744,260.9,54,3434
Alabama,01061,1997,0.685045783,9,11,793,260,55,3386
Alabama,01061,1998,0.685045783,12,7,774,274.4,59,3434
Alabama,01061,1999,0.685045783,9,6,727,279,62,3389
Alabama,01061,2000,0.685045783,,7,705,278.5,66,3336
Alabama,01063,1986,0.993594442,,,,135,,
Alabama,01063,1987,0.993594442,0,0,0,137,0,0
Alabama,01063,1988,0.993594442,0,0,2380,134,0,11
Alabama,01063,1989,0.993594442,0,0,2408,138,0,6
Alabama,01063,1990,0.993594442,0,0,2417,141,0,4
Alabama,01063,1991,0.993594442,0,0,2368,142,1,4
Alabama,01063,1992,0.993594442,0,0,2322,130,0,3
Alabama,01063,1993,0.993594442,1,0,2304,115.3,0,0
Alabama,01063,1994,0.993594442,2,0,2238,120,0,4
Alabama,01063,1995,0.993594442,,0,2177,122.1,2,2
Alabama,01063,1996,0.993937932,1,0,2184,124.6,0,35
Alabama,01063,1997,0.993937932,1,0,2061,126.1,0,7
Alabama,01063,1998,0.993937932,0,0,1971,139,0,5
Alabama,01063,1999,0.993937932,0,0,1884,140,0,4
Alabama,01063,2000,0.993937932,,0,1738,125.6,0,9
Alabama,01065,1986,0.784064696,,,,171,,
Alabama,01065,1987,0.784064696,0,0,0,178,0,0
Alabama,01065,1988,0.784064696,0,0,2672,183,1,835
Alabama,01065,1989,0.784064696,0,0,2653,181,0,903
Alabama,01065,1990,0.784064696,0,0,2695,192,0,949
Alabama,01065,1991,0.784064696,0,0,2723,196,0,947
Alabama,01065,1992,0.784064696,1,0,2657,197,0,906
Alabama,01065,1993,0.784064696,1,0,2672,196,6,895
Alabama,01065,1994,0.784064696,0,0,2635,201.3,7,869
Alabama,01065,1995,0.784064696,,0,2606,195.4,7,856
Alabama,01065,1996,0.784064696,0,0,2547,205,11,851
Alabama,01065,1997,0.784064696,0,0,2516,212,14,848
Alabama,01065,1998,0.784064696,0,0,2526,221.9,11,839
Alabama,01065,1999,0.784064696,1,0,2506,222.6,16,815
Alabama,01065,2000,0.784064696,,0,2468,224.8,16,813
Alabama,01067,1986,0.525089307,,,,154.4,,
Alabama,01067,1987,0.525089307,0,0,0,155,0,0
Alabama,01067,1988,0.525089307,0,0,1566,158.5,5,1516
Alabama,01067,1989,0.525089307,0,0,1542,166,6,1512
Alabama,01067,1990,0.525089307,0,0,1555,167,5,1459
Alabama,01067,1991,0.525089307,0,0,1498,169,4,1370
Alabama,01067,1992,0.525089307,2,0,1465,168,9,1417
Alabama,01067,1993,0.525089307,1,0,1479,166.5,6,1388
Alabama,01067,1994,0.525089307,1,0,1426,167.6,13,1383
Alabama,01067,1995,0.525089307,,0,1449,164.9,16,1376
Alabama,01067,1996,0.525089307,0,2,1435,171.8,14,1399
Alabama,01067,1997,0.525089307,0,1,1465,175,23,1437
Alabama,01067,1998,0.525089307,0,1,1376,185,24,1418
Alabama,01067,1999,0.525089307,1,2,1339,184,20,1388
Alabama,01067,2000,0.525089307,,2,1330,182.5,30,1424
Alabama,01069,1986,0.545755677,,,,686.9,,
Alabama,01069,1987,0.545755677,0,0,0,751.3,0,0
Alabama,01069,1988,0.545755677,7,87,5298,772,6,9971
Alabama,01069,1989,0.545755677,5,104,5360,787,13,10048
Alabama,01069,1990,0.545755677,36,110,5361,804.3,19,10110
Alabama,01069,1991,0.545755677,16,108,5333,819.6,16,10143
Alabama,01069,1992,0.545755677,13,108,5354,863.3,28,10105
Alabama,01069,1993,0.545755677,17,111,5391,893.9,37,10109
Alabama,01069,1994,0.545755677,20,123,5275,876.3,57,9920
Alabama,01069,1995,0.545755677,,130,5329,853.8,67,9978
Alabama,01069,1996,0.545755677,25,116,5279,850.9,73,9082
Alabama,01069,1997,0.545755677,25,104,5372,855.1,73,9678
Alabama,01069,1998,0.545755677,27,112,5467,934.2,86,9603
Alabama,01069,1999,0.545755677,26,114,5461,958.6,92,9281
Alabama,01069,2000,0.545755677,,115,5479,959.5,108,9102
Alabama,01071,1986,0.718595723,,,,473,,
Alabama,01071,1987,0.718595723,0,0,0,464,0,0
Alabama,01071,1988,0.718595723,1789,14,451,461,12,7619
Alabama,01071,1989,0.718595723,1654,22,442,469,14,7662
Alabama,01071,1990,0.718595723,1692,29,425,464.2,13,7400
Alabama,01071,1991,0.718595723,1492,29,411,476.1,17,7559
Alabama,01071,1992,0.718595723,1387,29,398,486.9,25,7687
Alabama,01071,1993,0.718595723,1175,27,421,518.7,20,7728
Alabama,01071,1994,0.718595723,1090,27,439,525.4,22,7626
Alabama,01071,1995,0.718595723,,19,467,537.1,34,7821
Alabama,01071,1996,0.718595723,834,29,464,549.3,49,7961
Alabama,01071,1997,0.718595723,670,21,476,567.5,67,8092
Alabama,01071,1998,0.718595723,628,18,461,600,61,7953
Alabama,01071,1999,0.718595723,713,15,449,593.1,65,7730
Alabama,01071,2000,0.718595723,,17,474,604.5,85,7732
Alabama,01073,1986,0.829863429,,,,5365.5,,
Alabama,01073,1987,0.829863429,0,0,0,5477.4,0,0
Alabama,01073,1988,0.829863429,19,435,51317,5767.7,115,57556
Alabama,01073,1989,0.829863429,32,421,51525,5955.5,133,56962
Alabama,01073,1990,0.829863429,37,490,51504,6200.9,118,56515
Alabama,01073,1991,0.829863429,41,516,52057,6378,134,56640
Alabama,01073,1992,0.829863429,24,530,52730,6494,147,56393
Alabama,01073,1993,0.829863429,43,575,53731,6657.6,189,56188
Alabama,01073,1994,0.829863429,46,658,53587,6985.4,234,56727
Alabama,01073,1995,0.829863429,,682,54786,6955.1,331,56657
Alabama,01073,1996,0.826588174,68,759,55464,7050.6,463,56404
Alabama,01073,1997,0.826588174,59,857,55223,7137.8,577,55450
Alabama,01073,1998,0.826588174,39,937,55513,7233.3,659,54207
Alabama,01073,1999,0.826588174,34,926,55624,7369.2,831,52669
Alabama,01073,2000,0.826588174,,942,56114,7049.2,1070,51306
Alabama,01075,1986,0.721887826,,,,154,,
Alabama,01075,1987,0.721887826,0,0,0,156,0,0
Alabama,01075,1988,0.721887826,0,2,534,161,3,2752
Alabama,01075,1989,0.721887826,0,0,527,156,1,2714
Alabama,01075,1990,0.721887826,0,0,515,163,1,2702
Alabama,01075,1991,0.721887826,0,0,481,160,0,2686
Alabama,01075,1992,0.721887826,0,0,487,163,2,2612
Alabama,01075,1993,0.721887826,0,1,476,155.2,0,2520
Alabama,01075,1994,0.721887826,0,0,489,156.4,3,2499
Alabama,01075,1995,0.721887826,,0,491,156.8,5,2460
Alabama,01075,1996,0.721887826,1,0,499,158.9,9,2426
Alabama,01075,1997,0.721887826,2,4,480,157.5,7,2361
Alabama,01075,1998,0.721887826,0,8,498,168.3,10,2321
Alabama,01075,1999,0.721887826,0,2,483,173.2,19,2299
Alabama,01075,2000,0.721887826,,1,468,171.4,11,2204
Alabama,01077,1986,0.770397938,,,,697.8,,
Alabama,01077,1987,0.770397938,0,0,0,695.5,0,0
Alabama,01077,1988,0.770397938,4,19,1918,710,16,11378
Alabama,01077,1989,0.770397938,5,24,1909,723.2,13,11361
Alabama,01077,1990,0.770397938,10,24,1886,731.3,16,11360
Alabama,01077,1991,0.770397938,10,25,1898,735.7,16,11380
Alabama,01077,1992,0.770397938,4,17,1909,760.7,16,11505
Alabama,01077,1993,0.770397938,7,18,1910,783.3,37,11623
Alabama,01077,1994,0.770397938,8,25,1972,802.1,36,11407
Alabama,01077,1995,0.770397938,,29,2006,826.2,33,11517
Alabama,01077,1996,0.770397938,8,31,2004,837.7,27,11492
Alabama,01077,1997,0.770397938,10,35,2002,873.1,46,11360
Alabama,01077,1998,0.770397938,12,33,1965,862.6,59,11265
Alabama,01077,1999,0.770397938,9,35,1967,887.5,78,11159
Alabama,01077,2000,0.770397938,,35,1895,878,104,11084
Alabama,01079,1986,0.614953434,,,,304,,
Alabama,01079,1987,0.614953434,0,0,0,301,0,0
Alabama,01079,1988,0.614953434,165,2,1418,324,1,4892
Alabama,01079,1989,0.614953434,230,1,1353,315,2,4770
Alabama,01079,1990,0.614953434,326,1,1359,306,1,4651
Alabama,01079,1991,0.614953434,1595,0,1220,298,8,3348
Alabama,01079,1992,0.614953434,1460,1,1209,301,13,3560
Alabama,01079,1993,0.614953434,1437,1,1198,337.8,13,3498
Alabama,01079,1994,0.614953434,1354,2,1190,342.8,18,3579
Alabama,01079,1995,0.614953434,,1,1240,348.2,19,3834
Alabama,01079,1996,0.628306814,1315,5,1135,364.7,38,3740
Alabama,01079,1997,0.628306814,1142,3,1111,357.5,27,3958
Alabama,01079,1998,0.628306814,982,2,1120,388.5,31,4089
Alabama,01079,1999,0.628306814,972,2,1114,404,34,4003
Alabama,01079,2000,0.628306814,,7,1090,401.5,37,3994
Alabama,01081,1986,0.588018909,,,,660.9,,
Alabama,01081,1987,0.588018909,0,0,0,676.6,0,0
Alabama,01081,1988,0.588018909,9,159,4973,697.8,28,8324
Alabama,01081,1989,0.588018909,12,241,5074,709.3,28,8330
Alabama,01081,1990,0.588018909,17,227,5120,736.6,46,8340
Alabama,01081,1991,0.588018909,3,293,5207,748.8,42,8368
Alabama,01081,1992,0.588018909,52,196,5276,794.2,79,8651
Alabama,01081,1993,0.588018909,17,272,5373,847.2,35,8970
Alabama,01081,1994,0.588018909,15,287,5540,900.9,68,9358
Alabama,01081,1995,0.588018909,,293,5646,943.7,82,9723
Alabama,01081,1996,0.592555644,7,281,5589,988,115,10061
Alabama,01081,1997,0.592555644,13,269,5698,1048.7,135,10459
Alabama,01081,1998,0.592555644,18,266,5837,1097.8,128,10708
Alabama,01081,1999,0.592555644,18,266,6044,1161.9,164,10850
Alabama,01081,2000,0.592555644,,282,6236,1180.1,197,11149
Alabama,01083,1986,0.713157309,,,,472.3,,
Alabama,01083,1987,0.713157309,0,0,0,475.1,0,0
Alabama,01083,1988,0.713157309,2,37,1604,502,23,8015
Alabama,01083,1989,0.713157309,6,41,1596,515.8,25,8083
Alabama,01083,1990,0.713157309,7,49,1579,538.2,23,8165
Alabama,01083,1991,0.713157309,10,54,1543,515.3,28,8310
Alabama,01083,1992,0.713157309,8,47,1568,527.9,49,8481
Alabama,01083,1993,0.713157309,13,35,1604,589.7,61,8523
Alabama,01083,1994,0.713157309,10,33,1574,597.5,60,8552
Alabama,01083,1995,0.713157309,,31,1619,607.4,86,8714
Alabama,01083,1996,0.714257382,10,35,1527,625.9,150,8771
Alabama,01083,1997,0.714257382,15,38,1542,659.7,190,8868
Alabama,01083,1998,0.714257382,17,36,1578,712.5,219,9041
Alabama,01083,1999,0.714257382,12,52,1594,711.6,250,8866
Alabama,01083,2000,0.714257382,,49,1552,727.5,306,8828
Alabama,01085,1986,0.978548431,,,,163,,
Alabama,01085,1987,0.978548431,0,0,0,164,0,0
Alabama,01085,1988,0.978548431,50,2,2901,164,0,28
Alabama,01085,1989,0.978548431,0,1,2931,153,0,33
Alabama,01085,1990,0.978548431,0,0,2909,157,0,11
Alabama,01085,1991,0.978548431,0,0,2891,164,0,9
Alabama,01085,1992,0.978548431,0,0,2861,164,0,12
Alabama,01085,1993,0.978548431,0,1,2881,174.6,1,11
Alabama,01085,1994,0.978548431,0,1,2912,160.9,0,18
Alabama,01085,1995,0.978548431,,1,2951,163.1,0,17
Alabama,01085,1996,0.978548431,0,0,2875,165.7,1,79
Alabama,01085,1997,0.978548431,0,0,2868,175.8,3,18
Alabama,01085,1998,0.978548431,0,0,2771,183,1,21
Alabama,01085,1999,0.978548431,0,0,2669,189.5,0,18
Alabama,01085,2000,0.978548431,,0,2606,180.5,0,14
Alabama,01087,1986,0.942450821,,,,233,,
Alabama,01087,1987,0.942450821,0,0,0,233,0,0
Alabama,01087,1988,0.942450821,0,5,4430,237,1,285
Alabama,01087,1989,0.942450821,2,6,4239,234,2,279
Alabama,01087,1990,0.942450821,1,9,4079,228,0,285
Alabama,01087,1991,0.942450821,1,8,3749,219,2,362
Alabama,01087,1992,0.942450821,2,12,3909,224.5,0,224
Alabama,01087,1993,0.942450821,2,11,3969,226.1,3,229
Alabama,01087,1994,0.942450821,1,11,4008,232.1,7,238
Alabama,01087,1995,0.942450821,,2,4031,250.8,4,243
Alabama,01087,1996,0.932251521,1,3,3931,240.9,0,232
Alabama,01087,1997,0.932251521,0,1,3951,232.9,0,181
Alabama,01087,1998,0.932251521,1,1,3839,228.5,1,145
Alabama,01087,1999,0.932251521,2,2,3889,249,0,127
Alabama,01087,2000,0.932251521,,1,3761,246,0,123
Alabama,01089,1986,0.653969466,,,,1831.9,,
Alabama,01089,1987,0.653969466,0,0,0,1871.1,0,0
Alabama,01089,1988,0.653969466,820,729,10049,1981.5,255,25851
Alabama,01089,1989,0.653969466,737,761,10171,2135.5,309,26039
Alabama,01089,1990,0.653969466,916,790,9999,2126,301,25800
Alabama,01089,1991,0.653969466,941,835,10350,2094.5,326,26637
Alabama,01089,1992,0.653969466,965,977,10602,2215.7,392,27338
Alabama,01089,1993,0.653969466,922,1034,11000,2364.4,422,27924
Alabama,01089,1994,0.653969466,908,1036,11125,2471.5,440,27793
Alabama,01089,1995,0.653969466,,985,11622,2614.1,490,28330
Alabama,01089,1996,0.652481714,123,708,9348,2662.5,340,13419
Alabama,01089,1997,0.652481714,904,927,12214,2689.3,620,29166
Alabama,01089,1998,0.652481714,825,883,12427,2868.6,645,29268
Alabama,01089,1999,0.652481714,821,865,12601,2934.7,658,29381
Alabama,01089,2000,0.652481714,,863,12802,2904.5,691,29096
Alabama,01091,1986,0.717750205,,,,274.3,,
Alabama,01091,1987,0.717750205,0,0,0,274.7,0,0
Alabama,01091,1988,0.717750205,1,4,3644,280.6,2,1494
Alabama,01091,1989,0.717750205,0,5,3501,291,0,1531
Alabama,01091,1990,0.717750205,0,2,3475,288.5,1,1568
Alabama,01091,1991,0.717750205,1,5,3406,288.4,0,1593
Alabama,01091,1992,0.717750205,1,4,3457,293.7,2,1467
Alabama,01091,1993,0.717750205,0,2,3400,293.1,1,1490
Alabama,01091,1994,0.717750205,0,3,3414,293.7,2,1461
Alabama,01091,1995,0.717750205,,1,3436,291.8,3,1481
Alabama,01091,1996,0.717750205,0,3,3512,296.1,8,1483
Alabama,01091,1997,0.717750205,0,2,3372,301.2,6,1467
Alabama,01091,1998,0.717750205,2,4,3380,300.8,12,1461
Alabama,01091,1999,0.717750205,2,5,3330,320.2,11,1436
Alabama,01091,2000,0.717750205,,3,3254,312.8,18,1413
Alabama,01093,1986,0.927626799,,,,287,,
Alabama,01093,1987,0.927626799,0,0,0,290,0,0
Alabama,01093,1988,0.927626799,1,7,191,302,6,5461
Alabama,01093,1989,0.927626799,1,10,214,304,4,5289
Alabama,01093,1990,0.927626799,4,6,205,304,4,5172
Alabama,01093,1991,0.927626799,1,6,203,304,11,5151
Alabama,01093,1992,0.927626799,6,11,223,301,9,5160
Alabama,01093,1993,0.927626799,5,6,231,298.3,14,5226
Alabama,01093,1994,0.927626799,3,9,225,311.5,18,5248
Alabama,01093,1995,0.927626799,,10,215,323.2,20,5264
Alabama,01093,1996,0.932451679,1,12,207,326.6,14,5200
Alabama,01093,1997,0.932451679,7,8,199,331.5,16,5072
Alabama,01093,1998,0.932451679,7,10,190,343.8,22,5058
Alabama,01093,1999,0.932451679,2,7,190,344.9,34,4926
Alabama,01093,2000,0.932451679,,6,184,334.7,31,4873
Alabama,01095,1986,0.932286986,,,,610.5,,
Alabama,01095,1987,0.932286986,0,0,0,630.5,0,0
Alabama,01095,1988,0.932286986,2,31,229,673.7,14,13144
Alabama,01095,1989,0.932286986,2,30,209,648.6,5,12586
Alabama,01095,1990,0.932286986,5,31,228,708.5,8,13062
Alabama,01095,1991,0.932286986,7,41,235,702.7,26,13130
Alabama,01095,1992,0.932286986,3,33,241,724.7,42,12888
Alabama,01095,1993,0.932286986,5,37,238,774.7,113,13350
Alabama,01095,1994,0.932286986,11,34,253,799,216,13438
Alabama,01095,1995,0.932286986,,38,254,812.2,323,13550
Alabama,01095,1996,0.929253368,7,34,253,802.1,360,13713
Alabama,01095,1997,0.929253368,9,33,280,827.2,483,13920
Alabama,01095,1998,0.929253368,12,31,286,905.6,590,13770
Alabama,01095,1999,0.929253368,5,36,294,947.6,693,13799
Alabama,01095,2000,0.929253368,,39,316,960.9,784,13722
Alabama,01097,1986,0.712100767,,,,3002,,
Alabama,01097,1987,0.712100767,0,0,0,3110,0,0
Alabama,01097,1988,0.712100767,197,697,30638,3260.5,76,36233
Alabama,01097,1989,0.712100767,223,639,30856,3337,62,35773
Alabama,01097,1990,0.712100767,210,629,30991,3399,74,35299
Alabama,01097,1991,0.712100767,241,750,31213,3370.8,91,35167
Alabama,01097,1992,0.712100767,233,799,31436,3450.8,105,34221
Alabama,01097,1993,0.712100767,198,864,31688,3450.8,123,33548
Alabama,01097,1994,0.712100767,209,866,31196,3506.8,141,31982
Alabama,01097,1995,0.712100767,,907,31956,3560.3,180,32152
Alabama,01097,1996,0.727914788,230,905,31855,3618.2,223,31470
Alabama,01097,1997,0.727914788,233,945,32203,3691.5,243,31527
Alabama,01097,1998,0.727914788,250,989,32272,3992.5,299,31369
Alabama,01097,1999,0.727914788,256,1111,32389,4078.9,320,30853
Alabama,01097,2000,0.727914788,,1126,32447,4076.9,365,30595
Alabama,01099,1986,0.682017856,,,,268,,
Alabama,01099,1987,0.682017856,0,0,0,273,0,0
Alabama,01099,1988,0.682017856,4,9,3020,280.5,4,2405
Alabama,01099,1989,0.682017856,15,8,2922,286,11,2397
Alabama,01099,1990,0.682017856,4,9,2832,287,10,2474
Alabama,01099,1991,0.682017856,15,11,2823,291.1,20,2435
Alabama,01099,1992,0.682017856,18,15,2789,290,4,2472
Alabama,01099,1993,0.682017856,24,14,2770,286.9,6,2502
Alabama,01099,1994,0.682017856,20,17,2741,285.8,5,2473
Alabama,01099,1995,0.682017856,,16,2701,290.2,6,2415
Alabama,01099,1996,0.682017856,21,14,2707,293.4,7,2352
Alabama,01099,1997,0.682017856,25,13,2732,292.9,12,2150
Alabama,01099,1998,0.682017856,21,17,2624,296.3,8,2056
Alabama,01099,1999,0.682017856,28,11,2615,304.7,9,1918
Alabama,01099,2000,0.682017856,,14,2567,287.3,11,1817
Alabama,01101,1986,0.657803607,,,,1856.5,,
Alabama,01101,1987,0.657803607,0,0,0,1850,0,0
Alabama,01101,1988,0.657803607,19,293,21418,1953.8,65,14630
Alabama,01101,1989,0.657803607,17,299,21648,1986.7,99,14360
Alabama,01101,1990,0.657803607,28,273,21859,2000.3,139,14083
Alabama,01101,1991,0.657803607,23,256,21722,2013.2,120,13628
Alabama,01101,1992,0.657803607,30,276,22214,1970.1,138,13054
Alabama,01101,1993,0.657803607,22,289,22557,2022.9,169,12480
Alabama,01101,1994,0.657803607,31,301,23030,2026.3,175,11691
Alabama,01101,1995,0.657803607,,354,23913,2158.5,191,11141
Alabama,01101,1996,0.67264821,44,358,23714,2092.2,236,10374
Alabama,01101,1997,0.67264821,45,342,24155,2096.5,235,9798
Alabama,01101,1998,0.67264821,41,358,24240,2107,223,9125
Alabama,01101,1999,0.67264821,36,348,24182,2120.3,214,8392
Alabama,01101,2000,0.67264821,,391,24719,2170,235,8451
Alabama,01103,1986,0.764645973,,,,961,,
Alabama,01103,1987,0.764645973,0,0,0,982.4,0,0
Alabama,01103,1988,0.764645973,6,75,2679,1012.6,25,15782
Alabama,01103,1989,0.764645973,14,77,2723,1041.2,44,15662
Alabama,01103,1990,0.764645973,24,77,2685,1061.6,71,15865
Alabama,01103,1991,0.764645973,25,66,2620,1072,87,15884
Alabama,01103,1992,0.764645973,26,73,2657,1128.5,125,16166
Alabama,01103,1993,0.764645973,30,86,2658,1186.7,134,16215
Alabama,01103,1994,0.764645973,31,102,2649,1201.9,159,15994
Alabama,01103,1995,0.764645973,,116,2754,1247.7,212,16059
Alabama,01103,1996,0.761996984,61,107,2819,1235,248,16012
Alabama,01103,1997,0.761996984,68,96,2891,1251.4,343,15819
Alabama,01103,1998,0.761996984,79,106,2976,1282,406,15747
Alabama,01103,1999,0.761996984,83,103,3067,1314.4,523,15545
Alabama,01103,2000,0.761996984,,116,3155,1337.8,663,15346
Alabama,01105,1986,0.92466863,,,,139,,
Alabama,01105,1987,0.92466863,0,0,0,135,0,0
Alabama,01105,1988,0.92466863,0,0,2538,138,0,158
Alabama,01105,1989,0.92466863,0,0,2527,146,0,119
Alabama,01105,1990,0.92466863,0,0,2483,135,0,84
Alabama,01105,1991,0.92466863,0,1,2425,139,0,86
Alabama,01105,1992,0.92466863,0,0,2418,140,1,73
Alabama,01105,1993,0.92466863,0,0,2416,142.8,0,61
Alabama,01105,1994,0.92466863,0,0,2360,144.5,0,53
Alabama,01105,1995,0.92466863,,0,2405,138.5,0,45
Alabama,01105,1996,0.954117278,0,0,2341,139.6,6,43
Alabama,01105,1997,0.954117278,0,0,2323,141.9,2,29
Alabama,01105,1998,0.954117278,0,0,2273,152,1,19
Alabama,01105,1999,0.954117278,0,0,2276,145.9,1,24
Alabama,01105,2000,0.954117278,,0,2280,143.7,0,22
Alabama,01107,1986,0.694465476,,,,194.2,,
Alabama,01107,1987,0.694465476,0,0,0,201.5,0,0
Alabama,01107,1988,0.694465476,0,1,2611,206.1,1,1514
Alabama,01107,1989,0.694465476,0,2,2584,209,0,1523
Alabama,01107,1990,0.694465476,0,2,2637,215,0,1497
Alabama,01107,1991,0.694465476,1,4,2608,216,1,1449
Alabama,01107,1992,0.694465476,0,5,2559,217.8,0,1423
Alabama,01107,1993,0.694465476,0,4,2582,222.4,0,1447
Alabama,01107,1994,0.694465476,0,3,2578,214.1,2,1368
Alabama,01107,1995,0.694465476,,6,2577,213.6,1,1370
Alabama,01107,1996,0.694465476,0,5,3062,219.1,2,1367
Alabama,01107,1997,0.694465476,0,5,2501,223.4,1,1376
Alabama,01107,1998,0.694465476,0,8,2443,242.1,2,1388
Alabama,01107,1999,0.694465476,0,4,2388,247,1,1375
Alabama,01107,2000,0.694465476,,4,2360,246,8,1336
Alabama,01109,1986,0.517886662,,,,251.3,,
Alabama,01109,1987,0.517886662,0,0,0,252.8,0,0
Alabama,01109,1988,0.517886662,1,6,2665,259,1,2300
Alabama,01109,1989,0.517886662,2,2,2659,268,4,2326
Alabama,01109,1990,0.517886662,0,7,2652,277,1,2396
Alabama,01109,1991,0.517886662,2,2,2604,281,1,2355
Alabama,01109,1992,0.517886662,6,3,2608,273.2,0,2267
Alabama,01109,1993,0.517886662,3,5,2617,284.6,0,2241
Alabama,01109,1994,0.517886662,5,7,2671,291.3,1,2149
Alabama,01109,1995,0.517886662,,11,2610,296.9,5,2115
Alabama,01109,1996,0.521672934,5,10,2715,296.4,2,2044
Alabama,01109,1997,0.521672934,7,14,2648,295.9,6,1946
Alabama,01109,1998,0.521672934,10,16,2587,291.2,13,1936
Alabama,01109,1999,0.521672934,13,18,2600,289.7,10,1957
Alabama,01109,2000,0.521672934,,18,2515,287.2,12,1935
Alabama,01111,1986,0.578019342,,,,182.9,,
Alabama,01111,1987,0.578019342,0,0,0,186,0,0
Alabama,01111,1988,0.578019342,0,4,1376,201.5,5,2556
Alabama,01111,1989,0.578019342,0,3,1340,199.4,6,2538
Alabama,01111,1990,0.578019342,0,3,1333,199.2,3,2538
Alabama,01111,1991,0.578019342,0,2,1346,199.5,3,2586
Alabama,01111,1992,0.578019342,0,2,1315,204,4,2656
Alabama,01111,1993,0.578019342,0,2,1310,207.7,13,2650
Alabama,01111,1994,0.578019342,0,0,1280,214.8,14,2530
Alabama,01111,1995,0.578019342,,4,1259,215.8,12,2590
Alabama,01111,1996,0.578019342,4,8,1221,206.8,9,2589
Alabama,01111,1997,0.578019342,3,11,1230,221.2,22,2583
Alabama,01111,1998,0.578019342,5,10,1195,238.3,31,2532
